merge1,partition_sort,qs1,qs2,qs3,qs4,qs5
0.09139108657836914,0.06250977516174316,0.04895353317260742,0.08392119407653809,0.08167505264282227,0.07190060615539551,0.07143092155456543
0.09119009971618652,0.06375932693481445,0.04762530326843262,0.08562827110290527,0.08456039428710938,0.07913327217102051,0.07183647155761719
0.09906458854675293,0.0708012580871582,0.048316001892089844,0.08454227447509766,0.08405447006225586,0.07906579971313477,0.07860302925109863
0.10426783561706543,0.07209610939025879,0.054930925369262695,0.10323119163513184,0.09568500518798828,0.0825035572052002,0.08386039733886719
0.10311532020568848,0.06718230247497559,0.05497908592224121,0.09880638122558594,0.09752249717712402,0.08222770690917969,0.08112359046936035
0.1078498363494873,0.07741665840148926,0.05233168601989746,0.0921480655670166,0.09133195877075195,0.08743143081665039,0.09446120262145996
0.10055732727050781,0.06445550918579102,0.05866813659667969,0.09827375411987305,0.10074734687805176,0.08765888214111328,0.08042073249816895
0.12168502807617188,0.07127809524536133,0.04893660545349121,0.08606219291687012,0.09737086296081543,0.07986116409301758,0.08360767364501953
0.10212254524230957,0.07021641731262207,0.05502486228942871,0.10037541389465332,0.09285855293273926,0.08452010154724121,0.08202672004699707
0.09424805641174316,0.06495213508605957,0.053122758865356445,0.09451031684875488,0.09153103828430176,0.07283616065979004,0.07659029960632324
0.09311676025390625,0.06427168846130371,0.05009579658508301,0.08582782745361328,0.08611202239990234,0.07944107055664062,0.07359576225280762
0.0958244800567627,0.062239646911621094,0.04790210723876953,0.08627462387084961,0.07977509498596191,0.07320356369018555,0.07802891731262207
0.09309267997741699,0.06615710258483887,0.04794597625732422,0.08622932434082031,0.08561158180236816,0.07028603553771973,0.07593607902526855
0.09147000312805176,0.06267333030700684,0.04922747611999512,0.08628678321838379,0.08135294914245605,0.07017350196838379,0.07178831100463867
0.09627628326416016,0.06271100044250488,0.04915571212768555,0.08838963508605957,0.09107232093811035,0.08513951301574707,0.09289741516113281
0.09112954139709473,0.06183218955993652,0.04876995086669922,0.08336305618286133,0.09851241111755371,0.07264018058776855,0.07232284545898438
0.09306716918945312,0.06186318397521973,0.04692482948303223,0.08131122589111328,0.07868528366088867,0.07696795463562012,0.07523274421691895
0.09230828285217285,0.06263303756713867,0.047385215759277344,0.08392691612243652,0.08563756942749023,0.0703887939453125,0.07316064834594727
0.09258627891540527,0.06333065032958984,0.04774641990661621,0.08292055130004883,0.08262395858764648,0.07258915901184082,0.07378196716308594
0.09442710876464844,0.06259465217590332,0.04894065856933594,0.08541417121887207,0.08565187454223633,0.07461261749267578,0.07569766044616699
0.0958395004272461,0.0646059513092041,0.04818391799926758,0.0853891372680664,0.0878608226776123,0.07642292976379395,0.07422947883605957
0.09258651733398438,0.06299471855163574,0.050061702728271484,0.08641386032104492,0.08556032180786133,0.07291913032531738,0.07520675659179688
0.09380650520324707,0.0645902156829834,0.04755234718322754,0.0845649242401123,0.08065986633300781,0.0783393383026123,0.07531332969665527
0.09334516525268555,0.06251215934753418,0.049185991287231445,0.08464360237121582,0.08593559265136719,0.076751708984375,0.07527589797973633
0.09102606773376465,0.06250548362731934,0.04760289192199707,0.08828020095825195,0.08622479438781738,0.07058572769165039,0.07065391540527344
0.09071874618530273,0.062155961990356445,0.04753875732421875,0.08348774909973145,0.08180999755859375,0.07177424430847168,0.07230544090270996
0.09090638160705566,0.06250405311584473,0.047997236251831055,0.08449912071228027,0.0827796459197998,0.06990981101989746,0.0714876651763916
0.09207749366760254,0.06324601173400879,0.04737424850463867,0.08417415618896484,0.08828020095825195,0.07378697395324707,0.07625865936279297
0.09053993225097656,0.061946868896484375,0.04817676544189453,0.08272457122802734,0.0809013843536377,0.0740668773651123,0.07146739959716797
0.09131741523742676,0.06162142753601074,0.047513723373413086,0.08069896697998047,0.08508777618408203,0.07393002510070801,0.07396697998046875
0.09081578254699707,0.062496185302734375,0.04786109924316406,0.08502578735351562,0.08287882804870605,0.07298612594604492,0.07195210456848145
0.0901494026184082,0.06326627731323242,0.048447608947753906,0.08621335029602051,0.08419036865234375,0.07125401496887207,0.07142972946166992
0.09014773368835449,0.06191134452819824,0.04748058319091797,0.09182596206665039,0.08228397369384766,0.06973624229431152,0.07294869422912598
0.09039759635925293,0.06182527542114258,0.04772377014160156,0.08131217956542969,0.08061623573303223,0.07811594009399414,0.07187509536743164
0.09052848815917969,0.06176948547363281,0.04719257354736328,0.08910584449768066,0.08226132392883301,0.07221579551696777,0.07135629653930664
0.09071135520935059,0.06237959861755371,0.04799699783325195,0.08281230926513672,0.08381223678588867,0.07092404365539551,0.07297396659851074
0.09044241905212402,0.061875343322753906,0.04740142822265625,0.08169364929199219,0.08083868026733398,0.0736234188079834,0.0710139274597168
0.09287047386169434,0.06354856491088867,0.047316789627075195,0.08062505722045898,0.08705306053161621,0.07787823677062988,0.07144975662231445
0.09291839599609375,0.06350326538085938,0.049165964126586914,0.08626747131347656,0.0852510929107666,0.07364892959594727,0.07402467727661133
0.09183859825134277,0.06231069564819336,0.04860186576843262,0.08458662033081055,0.07988119125366211,0.07289838790893555,0.07274031639099121
0.09095215797424316,0.06186175346374512,0.04813098907470703,0.08659577369689941,0.08840560913085938,0.07507872581481934,0.07273483276367188
0.09213018417358398,0.062102317810058594,0.04797101020812988,0.08417129516601562,0.08507251739501953,0.07781624794006348,0.07296895980834961
0.09149432182312012,0.06298828125,0.047655582427978516,0.08511066436767578,0.08164834976196289,0.07258057594299316,0.07200860977172852
0.09206151962280273,0.06244683265686035,0.04906582832336426,0.08489823341369629,0.08367776870727539,0.07346200942993164,0.07452201843261719
0.09073448181152344,0.062479496002197266,0.04740738868713379,0.08501553535461426,0.08397960662841797,0.0756692886352539,0.07216978073120117
0.09122896194458008,0.06264352798461914,0.047995567321777344,0.08414912223815918,0.0814974308013916,0.07634472846984863,0.0739600658416748
0.09099149703979492,0.06413769721984863,0.047574520111083984,0.08213591575622559,0.0826725959777832,0.06960844993591309,0.07330799102783203
0.0915987491607666,0.062244415283203125,0.04891562461853027,0.08221769332885742,0.08597922325134277,0.07204532623291016,0.07134675979614258
0.09278535842895508,0.0646824836730957,0.04822182655334473,0.08180046081542969,0.08298635482788086,0.07388162612915039,0.0731048583984375
0.09190940856933594,0.06285500526428223,0.04793882369995117,0.08335041999816895,0.08396291732788086,0.07319879531860352,0.07089424133300781
0.09116935729980469,0.062476158142089844,0.047745704650878906,0.08548498153686523,0.08348345756530762,0.07261371612548828,0.07235550880432129
0.09392642974853516,0.0626828670501709,0.04761815071105957,0.08621764183044434,0.08653116226196289,0.07255911827087402,0.07509350776672363
0.09121084213256836,0.062226057052612305,0.04809117317199707,0.0843515396118164,0.08607816696166992,0.07451367378234863,0.0718681812286377
0.09252476692199707,0.06324172019958496,0.047914981842041016,0.08490705490112305,0.08457136154174805,0.07607460021972656,0.0731818675994873
0.09209990501403809,0.06359696388244629,0.04792928695678711,0.08586001396179199,0.0858449935913086,0.07346081733703613,0.0742337703704834
0.09578061103820801,0.06418919563293457,0.047850608825683594,0.08512663841247559,0.08268070220947266,0.08266472816467285,0.07420802116394043
0.09157872200012207,0.06186819076538086,0.047832489013671875,0.084014892578125,0.0843191146850586,0.07359170913696289,0.07661795616149902
0.09311032295227051,0.06380844116210938,0.04867243766784668,0.0838315486907959,0.0852348804473877,0.07026553153991699,0.07468175888061523
0.09258317947387695,0.06247878074645996,0.049219369888305664,0.08127379417419434,0.08683156967163086,0.08387160301208496,0.07384562492370605
0.0976417064666748,0.06600189208984375,0.04873514175415039,0.08498597145080566,0.08374190330505371,0.07664322853088379,0.07546877861022949
0.09048843383789062,0.0628516674041748,0.05130767822265625,0.08410763740539551,0.08122587203979492,0.07806992530822754,0.07147765159606934
0.0918269157409668,0.06190896034240723,0.04712939262390137,0.08827400207519531,0.08239412307739258,0.07403922080993652,0.07132863998413086
0.09208416938781738,0.06366682052612305,0.04762554168701172,0.08140063285827637,0.08018708229064941,0.07095694541931152,0.07169914245605469
0.0930635929107666,0.06371951103210449,0.04808545112609863,0.0810098648071289,0.08092856407165527,0.07228541374206543,0.0731973648071289
0.09074592590332031,0.06228184700012207,0.04810142517089844,0.08370852470397949,0.08456826210021973,0.07030534744262695,0.0703122615814209
0.09041094779968262,0.06163930892944336,0.04702019691467285,0.0831148624420166,0.09094667434692383,0.07645487785339355,0.07359170913696289
0.09271097183227539,0.06345653533935547,0.046903371810913086,0.08336639404296875,0.08257174491882324,0.06826448440551758,0.07211685180664062
0.08948040008544922,0.06158733367919922,0.0474705696105957,0.08397030830383301,0.08620834350585938,0.07844185829162598,0.07232427597045898
0.09154319763183594,0.06356644630432129,0.047556161880493164,0.08262038230895996,0.08686399459838867,0.07090926170349121,0.07407855987548828
0.09029984474182129,0.0618133544921875,0.04866838455200195,0.0831613540649414,0.08120083808898926,0.07289600372314453,0.07197952270507812
0.0919961929321289,0.0627446174621582,0.048502206802368164,0.08177471160888672,0.08126449584960938,0.07036590576171875,0.07531952857971191
